from	to	num_distinct_user
DL_TANPHONG	TB: Tien dien T6 cua quy khach la:203.852d;CSM:2818;CSC:2703;su dung:115kWh.Nop tu ngay 24/6 den 25/6 tai NVH	1069
DL_TANPHONG	TB: Tien dien T6 cua quy khach la:542.311d;CSM:5708;CSC:5444;su dung:264kWh.Nop tu ngay 24/6 den 25/6 tai NVH	1069
DL_TANPHONG	TB: Tien dien T6 cua quy khach la:167.840d va 6.000d/ho su dung dien ;CSM:1062;CSC:1000;su dung:62kWh.Nop tu ngay 24/6 den 25/6 tai NVH	1069
DL_TANPHONG	TB: Tien dien T6 cua quy khach la:157.355d;CSM:1670;CSC:1579;su dung:91kWh.Nop tu ngay 24/6 den 25/6 tai NVH	1069
DL_TANPHONG	TB: Tien dien T6 cua quy khach la:495.587d;CSM:2895;CSC:2622;su dung:273kWh.Nop tu ngay 24/6 den 25/6 tai NVH	1069
DL_TANPHONG	TB: Tien dien T6 cua quy khach la:452.221d;CSM:3897;CSC:3668;su dung:229kWh.Nop tu ngay 24/6 den 25/6 tai NVH	1069
UBND-HGT	<VPDT> Xu ly:(3332/VP-KTTH)-V/v ho tro tien dien cho ho ngheo va ho chinh sach xa hoi nam 2017 cua huyen Giang Thanh.	3
UBND-HGT	<VPDT> Xu ly:(748/STC-QLNS.)-Cong van V/v ho tro tien dien cho ho ngheo va ho chinh sach xa hoi nam 2017	3
UBND-HGT	<VPDT> Xu ly:(3332/VP-KTTH)-V/v ho tro tien dien cho ho ngheo va ho chinh sach xa hoi nam 2017 cua huyen Giang Thanh.	3
UBND-HGT	<VPDT> Xu ly:(748/STC-QLNS.)-Cong van V/v ho tro tien dien cho ho ngheo va ho chinh sach xa hoi nam 2017	3
UBND-HGT	<VPDT> Xu ly:(3332/VP-KTTH)-V/v ho tro tien dien cho ho ngheo va ho chinh sach xa hoi nam 2017 cua huyen Giang Thanh.	3
Co-opBank	D  ND: NOP TIEN DIEN NUOC (PCT:11.000VND)	3
Co-opBank	934,756 VND  ND: Tra tien dien san xuat ky 1 thang 6/2018	3
Co-opBank	934,756 VND  ND: Tra tien dien san xuat ky 1 thang 6/2018	3
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 210Kwh; phai thanh toan 403 315 dong (Ma KH: PB10020000451)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 84Kwh; phai thanh toan 145 035 dong (Ma KH: PB10020023888)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 76Kwh; phai thanh toan 130 955 dong (Ma KH: PB10020001569)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 158Kwh; phai thanh toan 291 735 dong (Ma KH: PB10020001739)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 163Kwh; phai thanh toan 281 860 dong (Ma KH: PB10020042875)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 108Kwh; phai thanh toan 189 545 dong (Ma KH: PB10020001535)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 278Kwh; phai thanh toan 578 347 dong (Ma KH: PB10020023970)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 1Kwh; phai thanh toan 1 704 dong (Ma KH: PB10020001787)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 45Kwh; phai thanh toan 76 676 dong (Ma KH: PB10020040980)	272
EVN.V-LONG	DL Tra On thong bao: Tien dien thang 6/2018, quy khach hang su dung 44Kwh; phai thanh toan 74 972 dong (Ma KH: PB10020000861)	272
MOCHA	[KENHCUAHANG_04]  Kitty ngocngech, sdt  0968626464:  A/c kiem tra dum e sau e thu tien dien KH he thong bao loi.    Duoc gui tu Mocha	127
MOCHA	[KENHCUAHANG_04]  Nghiep, sdt  0976744767:  Thanh toan tien dien loi nua roi a.    Duoc gui tu Mocha	127
MOCHA	[Kenhdiemban_toanquoc]  Le Bui, sdt  0977096969:  BTE nho kiem tra khong thanh tians duoc tien dien cho khach hang..    Duoc gui tu Mocha	127
MOCHA	[CN_DBN]  Vu Ngoc Quang, sdt  0868598989:  A e nho thanh toan tien Dien Nhe. Thang 6 tra 1000d/1 Hoa don dien!.    Duoc gui tu Mocha	127
MOCHA	qua VIETTELPAY, BANKPLUSKPP. Day la nhiem vu bat buoc doi voi CTV co Thu Cuoc. Het thang 6 neu CTV ko co hoat dong THU TIEN DIEN se ko	127
MOCHA	[CN_DBN]  Vu Ngoc Quang, sdt  0868598989:  Thang 6 chi nhanh day manh hoat dong THU TIEN DIEN qua VIETTELPAY. De nghi cac huyen gap kh	127
MOCHA	[KenhBHTT_DBN]  Luong Van Thiet, sdt  01633165351:  A oi cho e hoi ti a. Neu thu tien dien qua ctv thi kH co duoc phieu don dien khong a?.    Duoc gui tu Mocha	127
MOCHA	[KenhBHTT_DBN]  Giap, sdt  01692294854:  A oi thu tien dien co duoc tinh phi cho tung hoa don khong. E chua bao gio dc tra phi .    Duoc gui tu Mocha	127
MOCHA	[KENHCUAHANG_05]  Thu Trang, sdt  01697700868:  cho e hoi tt tien dien cod bi loi k a?? ben e quay tam 10p r.    Duoc gui tu Mocha	127
MOCHA	[KENHCUAHANG_04]  Nghiep, sdt  0976744767:  Thanh toan tien dien loi nua roi a.    Duoc gui tu Mocha	127
DienTuanThu	THONG BAO: Tien dien cua khach hang Dang Van Banh thang 06/2018 la 532015VND tuong ung la 260kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang Nguyen Van Khuong thang 06/2018 la 269254VND tuong ung la 147kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang Nguyen Van Tan thang 06/2018 la 250859VND tuong ung la 138kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang Nguyen Van Thang. thang 06/2018 la 285604VND tuong ung la 155kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang PHAM VAN CAN thang 06/2018 la 344874VND tuong ung la 184kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang Do Xuan Phong thang 06/2018 la 230421VND tuong ung la 128kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang Do Xuan Sam thang 06/2018 la 230421VND tuong ung la 128kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang Nguyen Thi Hong thang 06/2018 la 477961VND tuong ung la 239kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang Pham Van Hoanh thang 06/2018 la 289692VND tuong ung la 157kw, de nghi thanh toan truoc 25/06/2018	655
DienTuanThu	THONG BAO: Tien dien cua khach hang Nguyen Quang Hieu thang 06/2018 la 652234VND tuong ung la 306kw, de nghi thanh toan truoc 25/06/2018	655
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE13000063686, CSM 3262 su dung 675kWh, so tien 1,485,688d. Vui long thanh toan truoc 18/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE01000092477, CSM 11734 su dung 434kWh, so tien 1,023,642d. Vui long thanh toan truoc 16/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE06000168627, CSM 12895 su dung 347kWh, so tien 770,171d. Vui long thanh toan truoc 30/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE01000031954, CSM 3897 su dung 456kWh, so tien 838,418d. Vui long thanh toan truoc 29/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE01000099268, CSM 5610 su dung 201kWh, so tien 380,149d. Vui long thanh toan truoc 12/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE01000003023, CSM 19059 su dung 386kWh, so tien 695,352d. Vui long thanh toan truoc 11/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE06000212335, CSM 3656 su dung 329kWh, so tien 718,394d. Vui long thanh toan truoc 10/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE01000096350, CSM 578 su dung 54kWh, so tien 146,183d. Vui long thanh toan truoc 18/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE01000091468, CSM 17575 su dung 246kWh, so tien 440,405d. Vui long thanh toan truoc 29/06/2018. LH:1900545454	352991
EVNHCMC	EVNHCMC: TB tien dien T06/18, KH PE01000023064, CSM 612 su dung 182kWh, so tien 340,787d. Vui long thanh toan truoc 27/06/2018. LH:1900545454	352991
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Luong Thi Sen T6.2018 la 294 KW bang 619,531 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Nguyen Thi Ba T6.2018 la 50 KW bang 85,195 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Le Ha Trang T6.2018 la 223 KW bang 603,683 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Le Van Duc T6.2018 la 97 KW bang 167,915 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Pham The Loi T6.2018 la 364 KW bang 819,071 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Pham Thi Hau T6.2018 la 341 KW bang 752,912 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Nguyen Quoc Lap T6.2018 la 390 KW bang 734,712 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Lai Cao Thang T6.2018 la 96 KW bang 166,155 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Nguyen Van Phu T6.2018 la 67 KW bang 115,115 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
HTX_PHUDIEN	HTX NN Phu Dien TB: Tien dien cua ho GD Nguyen Thi Loi ( CQ ) T6.2018 la 149 KW bang 273,341 dong. Vay mong ho GD nop dung thoi gian va dia diem qui dinh	552
SMAS	tro, khu nha ve sinh chung, phat co vuon rau va dong quy 200k cho d/c Diu  - Thu quy khu de dong tien dien trong he, lam ranh nuoc...C	83
SMAS	tro, khu nha ve sinh chung, phat co vuon rau va dong quy 200k cho d/c Diu  - Thu quy khu de dong tien dien trong he, lam ranh nuoc...C	83
SMAS	Tien dien o ban tru )  con ba  Truong Thi Quyen -Thon Kim Minh.  *2- Chuan bi mua vo cho hoc	83
SMAS	Tien dien o ban tru )  con ba  Truong Thi Quyen -Thon Kim Minh.  *2- Chuan bi mua vo cho hoc	83
SMAS	Tien dien o ban tru )  con ba  Truong Thi Quyen -Thon Kim Minh.  *2- Chuan bi mua vo cho hoc	83
SMAS	Tien dien o ban tru )  con ba  Truong Thi Quyen -Thon Kim Minh.  *2- Chuan bi mua vo cho hoc	83
SMAS	Tien dien o ban tru )  con ba  Truong Thi Quyen -Thon Kim Minh.  *2- Chuan bi mua vo cho hoc	83
SMAS	Tien dien o ban tru )  con ba  Truong Thi Quyen -Thon Kim Minh.  *2- Chuan bi mua vo cho hoc	83
SMAS	tro, khu nha ve sinh chung, phat co vuon rau va dong quy 200k cho d/c Diu  - Thu quy khu de dong tien dien trong he, lam ranh nuoc...C	83
SMAS	Tien dien o ban tru )  con ba  Truong Thi Quyen -Thon Kim Minh.  *2- Chuan bi mua vo cho hoc	83
PC_HaiDuong	Tinh den het ngay 21/06/2018, Quy KH co ma PM13000001567 chua thanh toan so tien dien 235510 d. Xin vui long thanh toan truoc ngay 26/06/2018.LH 19006769	146
PC_HaiDuong	Tinh den het ngay 21/06/2018, Quy KH co ma PM13000366462 chua thanh toan so tien dien 2319042 d. Xin vui long thanh toan truoc ngay 26/06/2018.LH 19006769	146
PC_HaiDuong	hi ngo &quot;Cong to khong chinh xac&quot; dan den tien dien cua thang 6 tang cao.  Kinh chuyen DL kiem tra giai dap yeu cau.Lien he t	146
PC_HaiDuong	Phieu:2626132. KH:Nguyen Thi Toan - Cot 39. DC:35B/55 duc Minh P. Thanh Binh, SDT:0973721307. Kien nghi kiem tra Hoa don tien dien tha	146
PC_HaiDuong	a don tien dien thang nay cao hon cac thang truoc. Kinh chuyen DL kiem tra, lien he giai dap KH. So lien he: 0969227259	146
PC_HaiDuong	Phieu:2552679. KH:Nguyen Xuan Cuong. DC: 297 Le Thanh Nghi - Hai Duong, SDT:0908010272. Kien nghi kiem tra Hoa don tien dien may thang	146
PC_HaiDuong	Phieu:2590528. KH:Nguyen thi Tinh. DC: 328 Yet Kieu Hai Tan - hai Duong, SDT:0912383111. Kien nghi kiem tra Hoa don tien dien thang 6	146
PC_HaiDuong	ap gia ban dien Noi dung yeu cau: Toi thay ngay 13/6/18, tien dien T6/2018 bi tru qua tai khoan la 1.926.857VND. Toi muon kiem tra lai	146
PC_HaiDuong	o khong chinh xac&quot; dan den tien dien cua thang 6 tang cao.  Kinh chuyen DL kiem tra giai dap yeu cau. Lien he 0868729779	146
PC_HaiDuong	ong chinh xac&quot; dan den tien dien cua thang. 6/2018 tang cao sao voi binh quan moi thang. Kinh chuyen DL kiem tra giai dap yeu cau	146
NamABank	NamABank: TK 902001613500001 rut 2,209,111VND luc 06:18 09/06/2018. So du 15,790,157VND.ND: dienluc#thanh toan tien dien ky 07 . ma kh :  pe03000091012	65
NamABank	NamABank: TK 100038801100001 rut 344,874VND luc 11:23 07/06/2018. So du 4,084,361VND.ND: dienluc#thanh toan tien dien ky 06 . ma kh :  10000192995	65
NamABank	NamABank: TK 910004645500013 rut 3,130,152VND luc 08:32 07/06/2018. So du 14,977,465VND.ND: dienluc#thanh toan tien dien ky 07 . ma kh : pe16000045188	65
NamABank	NamABank: TK 100022321700001 rut 146,795VND luc 23:22 13/06/2018. So du 29,141,229VND.ND: dienluc#thanh toan tien dien ky 07 . ma kh : pe04000205818	65
NamABank	NamABank: TK 000008555500001 rut 2,696,372VND luc 08:12 13/06/2018. So du 1,764,262VND.ND: dienluc#thanh toan tien dien ky 07 . ma kh : pe14000147106	65
NamABank	NamABank: TK 908011624600001 rut 5,493,000VND luc 14:02 08/06/2018. So du 8,697,578VND.ND: chi tien dien tu 21/05 den 01/06 cho ban qlda ct vin com dong tha	65
NamABank	NamABank: TK 927032561600001 rut 99,275VND luc 08:32 13/06/2018. So du 16,111,215VND.ND: dienluc#thanh toan tien dien ky 07 . ma kh : pe13000128754	65
NamABank	NamABank: TK 927032561600001 rut 1,579,238VND luc 08:31 13/06/2018. So du 16,210,490VND.ND: dienluc#thanh toan tien dien ky 07 . ma kh : pe13000206123	65
NamABank	NamABank: TK 100011721500002 rut 1,225,677VND luc 18:45 05/06/2018. So du 28,948,763VND.ND: dienluc#thanh toan tien dien ky 06 . ma kh : 03000037198	65
NamABank	NamABank: TK 915019441300097 nop 21,377,580VND luc 15:31 12/06/2018. So du 38,031,469VND.ND: cn truong chinh tt tien dien dot 1 t6/2018(16,795,747 d)+xang xe	65
HDBank	Chi tiet giao dich: Giao dich thanh toan tien dien online. So OTP: 667502. Het han: 12/06/2018 09:49:25 AM	434
HDBank	TK 068704070168651 ngay 09/06/2018 13:25:43 RUT RA: 1,439,596VND SO DU: 7,427,544VND ND: TT tien dien ky 07/2018, KH PE04000098128	434
HDBank	TK 005704070017847 ngay 01/06/2018 09:08:32 RUT RA: 2,152,480VND SO DU: 485,413,210VND ND: CONG TY TNHH MISAMO VN THANH TOAN TIEN DIEN VA TIEN GIU XE 5.2018	434
HDBank	TK 180704070001311 ngay 08/06/2018 09:07:24 RUT RA: 1,200,000VND SO DU: 97,861VND ND: RUT TIEN MAT NOP TIEN DIEN NUOC	434
HDBank	TK 055704070004889 ngay 05/06/2018 13:32:39 RUT RA: 9,496,128VND SO DU: 87,537VND ND: TT tien dien ky 06/2018, KH PE07000211996	434
HDBank	Chi tiet giao dich: Giao dich thanh toan tien dien online. So OTP: 906382. Het han: 12/06/2018 11:13:31 AM	434
HDBank	HDBank TT tien dien khong du so du tai khoan. So tien no: 1790597VND. Quy khach vui long kiem tra TK de thanh toan.	434
HDBank	HDBank TT tien dien khong du so du tai khoan. So tien no: 986810VND. Quy khach vui long kiem tra TK de thanh toan.	434
HDBank	TK 015704070004402 ngay 12/06/2018 11:34:53 RUT RA: 271,297VND SO DU: 40,793,043VND ND: TT tien dien ky 07/2018, KH PE10000007243	434
HDBank	HDBank TT tien dien khong du so du tai khoan. So tien no: 593791VND. Quy khach vui long kiem tra TK de thanh toan.	434
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Hoang Thi Nga la : 513997 VND. tuong ung: 253 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Bui Thi Than la : 1157342 VND. tuong ung: 479 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Dang Dinh Phai la : 439351 VND. tuong ung: 224 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Nguyen Viet Hung la : 1008787 VND. tuong ung: 429 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Nguyen Thi Thuy Quynh la : 1071180 VND. tuong ung: 450 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Nguyen Dang Dinh la : 340787 VND. tuong ung: 182 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Pham Thi Hue la : 660864 VND. tuong ung: 309 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Nguyen Van Quyet la : 547459 VND. tuong ung: 266 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Pham Thi Thu la : 11927 VND. tuong ung: 7 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
DIEN_ANDONG	TB: Thang 6/2018 tien dien KH Vu Minh Nghia la : 1198937 VND. tuong ung: 493 so. Han nop 17 den 19 thang 6/2018. Tran trong!	367
SMS NHO	"18 voi noi dung \"DNC thong bao: Tien dien thang 6/2018 cua khach ha"	100
SMS NHO	"18 voi noi dung \"DNC thong bao: Tien dien thang 6/2018 cua khach ha"	100
SMS NHO	"18 voi noi dung \"DNC thong bao: Tien dien thang 6/2018 cua khach ha"	100
SMS NHO	"18 voi noi dung \"DNC thong bao: Tien dien thang 6/2018 cua khach ha"	100
SMS NHO	"8 voi noi dung \"A oi mai e lay dau tien dog tien dien tien lai bay"	100
SMS NHO	an day..j chau o dau ve tim cach khac phuc tien dien truoc da .ko l	100
SMS NHO	"i noi dung \"TB(lan 2): PC03AA0220765 con no so tien dien 285604d.Qu"	100
SMS NHO	thang 05/2018 su dung 50 kWh, tien dien 85.195 d. Thanh toan truoc	100
SMS NHO	"8 voi noi dung \"Tien dien 1-6/2018 cua quy khach PC03DD0429425 la 4"	100
SMS NHO	"8 voi noi dung \"Tien dien 1-6/2018 cua quy khach PC03DD0429425 la 4"	100
OCEANBANK	TK 39..017 tai OJB giam 946,394 VND;SD: 399,832 VND;08/06/18 09:52:11 do 039016444800017 - T/toan hoa don tien dien PD02000001755 cua EVN.DTHT: 1800588815	40
OCEANBANK	TK 39..017 tai OJB giam 293,779 VND;SD: 106,053 VND;08/06/18 09:54:08 do 039016444800017 - T/toan hoa don tien dien PD02000021283 cua EVN.DTHT: 1800588815	40
OCEANBANK	TK 06106121074500068 tai OJB giam 1,123,232 VND;SD: 602,307 VND;04/06/18 18:41:20 do NGAN HANG DAI DUONG - CNHD THU TIEN DIEN CA NHAN T5/2018.DTHT: 1800588815	40
OCEANBANK	TK 06006046069100026 tai OJB tang 400,000 VND;SD: 12,334,755 VND;05/06/18 09:05:23 do e tung ck tien dien nuoc.DTHT: 1800588815	40
OCEANBANK	TK 06006417147800017 tai OJB giam 371,444 VND;SD: 1,070,600 VND;04/06/18 18:41:20 do NGAN HANG DAI DUONG - CNHD THU TIEN DIEN CA NHAN T5/2018.DTHT: 1800588815	40
OCEANBANK	TK 06006022475300011 tai OJB giam 402,200 VND;SD: 17,826,266 VND;05/06/18 09:05:23 do e tung ck tien dien nuoc.DTHT: 1800588815	40
OCEANBANK	12847521 THANH TOAN TIEN DIEN 135 HOANG QUOC VIET T6/2018.DTHT: 1800588815	40
OCEANBANK	TK 56..027 tai OJB giam 348,962 VND;SD: 1,376,894 VND;14/06/18 10:48:20 do 050029268200027 - T/toan hoa don tien dien PC05CC0309788 cua EVN.DTHT: 1800588815	40
OCEANBANK	TK 70..001 tai OJB giam 261,078 VND;SD: 3,481,581 VND;06/06/18 09:46:19 do 000507564100001 - T/toan hoa don tien dien PE01000094953 cua EVN.DTHT: 1800588815	40
OCEANBANK	TK 06006060859300068 tai OJB giam 281,516 VND;SD: 90,784 VND;04/06/18 18:41:22 do NGAN HANG DAI DUONG - CNHD THU TIEN DIEN CA NHAN T5/2018.DTHT: 1800588815	40
APEC	BQL Royal BN: TB thu tien dien R0203 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 53kwh -so tien 82250 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R0414 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 200kwh -so tien 343250 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R1707 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 304kwh -so tien 587710 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R1025 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 98kwh -so tien 154250 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R0419 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 55kwh -so tien 85450 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R0319 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 155kwh -so tien 259640 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R1705 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 327kwh -so tien 647855 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R0206 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 93kwh -so tien 146250 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R0221 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 274kwh -so tien 516410 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
APEC	BQL Royal BN: TB thu tien dien R1427 tu 2/7-7/7 (8h-11h30,13h-17h)-so dien 146kwh -so tien 242918 vnd.Luu y: BQL thu tien mat, quy khach thong cam.Xin cam on.	45
EVN.H-GIANG	Dien Luc Phung Hiep tran trong thong bao tien dien thang 6/2018 khach hang Dinh Thanh Tung; ma KH PB20060043090; so tien la 413 611 dong, DNTT 214 kWh	45901
EVN.H-GIANG	Dien Luc Phung Hiep tran trong thong bao tien dien thang 6/2018 khach hang Huynh Van Do; ma KH PB20060049527; so tien la 310 130 dong, DNTT 167 kWh	45901
EVN.H-GIANG	Thong bao tien dien T6/2018, KH: LE THANH HOA, ma KH: PB20010044789, so tien la : 164 395d, DNTT: 95 kWh, chi so cuoi ky: 19. Chi tiet lien he 19001006.	45901
EVN.H-GIANG	DL Nga Bay tran trong thong bao tien dien T6/2018,KH:Nguyen Van Tho,Ma KH: PB20030005748, So tien :382 723d, DNTT: 202 kWh,Chi so cuoi	45901
EVN.H-GIANG	Dien Luc Long My thong bao tien dien T6/2018, KH: Phan Van Thanh, ma KH: PB20080036538, so tien: 350 209d, DNTT: 186 kWh, chi so cuoi	45901
EVN.H-GIANG	Thong bao tien dien T6/2018, KH: Nguyen Van Nui, ma KH: PB20010048914, so tien la : 127 435d, DNTT: 74 kWh, csck: 902. Chi tiet lien he 19001006.	45901
EVN.H-GIANG	Dien Luc Phung Hiep tran trong thong bao tien dien thang 6/2018 khach hang Viettel Hau Giang - Chi nhanh Tap doan Cong nghiep-Vien tho	45901
EVN.H-GIANG	Dien Luc Phung Hiep tran trong thong bao tien dien thang 6/2018 khach hang Truong Van My; ma KH PB20060014933; so tien la 271 297 dong, DNTT 148 kWh	45901
EVN.H-GIANG	Thong bao tien dien T6/2018,KH: TRAN VAN AN,ma KH: PB20010001039,so tien la : 145 035d,DNTT: 84 kWh,chi so cuoi ky: 177. Chi tiet lien he 19001006.	45901
EVN.H-GIANG	Dien Luc Phung Hiep tran trong thong bao tien dien thang 6/2018 khach hang Tran Thi Rao; ma KH PB20060051246; so tien la 361 225 dong, DNTT 192 kWh	45901
PC_BacNinh	H bao khong ro nguyen nhan). Nha KH da nop tien dien va co hoa don .Kinh chuyen DL kiem tra ho tro KH. So dt lien he:01655614812	18
PC_BacNinh	DT:02226515156. KH de nghi thanh toan tien dien qua ngan hang. KH muon biet chinh xac thong tin so tai khoan chuyen thu cua DL de thuc	18
PC_BacNinh	tien dien qua ngan hang. Kinh chuyen Dien luc lien he de ho tro .So lien he KH : 0912549676	18
PC_BacNinh	ch hang phan anh da thanh toan tien dien ngay 24/6  nhung DL van bao KH chua thanh toan, tren he thong KH da duoc cham no,  Kinh chuye	18
PC_BacNinh	h pho Bac Ninh, tinh Bac Ninh, VN(T5B-2A) 3, SDT:0987761586. KH hoi so tai khoan cua DL de thanh toan tien dien qua ngan hang. Kinh ch	18
PC_BacNinh	Phieu:2636658. KH:Anh Hung. DC:Yen Phong, SDT:02226299266. KH de nghi thanh toan tien dien qua ngan hang BIDV hoac cung cap so tai kho	18
PC_BacNinh	i thanh toan tien dien qua ngan hang. Kinh chuyen Dien luc lien he de ho tro qua so 0915370119	18
PC_BacNinh	nghi thanh toan tien dien qua ngan hang. Kinh chuyen Dien luc lien he de ho tro SLH: 01655793393(THAY  DOI CHO 2 MA KH: PA22060710318	18
PC_BacNinh	Phieu:2509174. KH:Nguyen Duc Tuan. DC: Dong Xuat - Dong Tho - YP (C11BH3)  3, SDT:0918633836. KH de nghi thanh toan tien dien qua ngan	18
PC_BacNinh	ha KH khong co hoa don tien dien thang 6. Ngay 26 thang 6 nhan vien DL den nha KH thu 356.000 tien dien thang 6 nhung khong co hoa don	18
